0 0 0 30 OLSR 7.5
1 0 0 30 OLSR 7.5
2 0 0 30 OLSR 7.5
3 0 0 30 OLSR 7.5
4 0 0 30 OLSR 7.5
5 0 0 30 OLSR 7.5
6 0 0 30 OLSR 7.5
7 0 0 30 OLSR 7.5
8 0 0 30 OLSR 7.5
9 0 0 30 OLSR 7.5
10 0 0 30 OLSR 7.5
11 0 0 30 OLSR 7.5
12 0 0 30 OLSR 7.5
13 0 0 30 OLSR 7.5
14 0 0 30 OLSR 7.5
15 0 0 30 OLSR 7.5
16 0 0 30 OLSR 7.5
17 0 0 30 OLSR 7.5
18 0 0 30 OLSR 7.5
19 0 0 30 OLSR 7.5
20 0 0 30 OLSR 7.5
21 0 0 30 OLSR 7.5
22 0 0 30 OLSR 7.5
23 0 0 30 OLSR 7.5
24 0 0 30 OLSR 7.5
25 0 0 30 OLSR 7.5
26 0 0 30 OLSR 7.5
27 0 0 30 OLSR 7.5
28 0 0 30 OLSR 7.5
29 0 0 30 OLSR 7.5
30 0 0 30 OLSR 7.5
31 0 0 30 OLSR 7.5
32 0 0 30 OLSR 7.5
33 0 0 30 OLSR 7.5
34 0 0 30 OLSR 7.5
35 0 0 30 OLSR 7.5
36 0 0 30 OLSR 7.5
37 0 0 30 OLSR 7.5
38 0 0 30 OLSR 7.5
39 0 0 30 OLSR 7.5
40 0 0 30 OLSR 7.5
41 0 0 30 OLSR 7.5
42 0 0 30 OLSR 7.5
43 0 0 30 OLSR 7.5
44 0 0 30 OLSR 7.5
45 0 0 30 OLSR 7.5
46 0 0 30 OLSR 7.5
47 0 0 30 OLSR 7.5
48 0 0 30 OLSR 7.5
49 0 0 30 OLSR 7.5
50 0 0 30 OLSR 7.5
51 0 0 30 OLSR 7.5
52 0 0 30 OLSR 7.5
53 0 0 30 OLSR 7.5
54 0 0 30 OLSR 7.5
55 0 0 30 OLSR 7.5
56 0 0 30 OLSR 7.5
57 0 0 30 OLSR 7.5
58 0 0 30 OLSR 7.5
59 0 0 30 OLSR 7.5
60 0 0 30 OLSR 7.5
61 0 0 30 OLSR 7.5
62 0 0 30 OLSR 7.5
63 0 0 30 OLSR 7.5
64 0 0 30 OLSR 7.5
65 0 0 30 OLSR 7.5
66 0 0 30 OLSR 7.5
67 0 0 30 OLSR 7.5
68 0 0 30 OLSR 7.5
69 0 0 30 OLSR 7.5
70 0 0 30 OLSR 7.5
71 0 0 30 OLSR 7.5
72 0 0 30 OLSR 7.5
73 0 0 30 OLSR 7.5
74 0 0 30 OLSR 7.5
75 0 0 30 OLSR 7.5
76 0 0 30 OLSR 7.5
77 0 0 30 OLSR 7.5
78 0 0 30 OLSR 7.5
79 0 0 30 OLSR 7.5
80 0 0 30 OLSR 7.5
81 0 0 30 OLSR 7.5
82 0 0 30 OLSR 7.5
83 0 0 30 OLSR 7.5
84 0 0 30 OLSR 7.5
85 0 0 30 OLSR 7.5
86 0 0 30 OLSR 7.5
87 0 0 30 OLSR 7.5
88 0 0 30 OLSR 7.5
89 0 0 30 OLSR 7.5
90 0 0 30 OLSR 7.5
91 0 0 30 OLSR 7.5
92 0 0 30 OLSR 7.5
93 0 0 30 OLSR 7.5
94 0 0 30 OLSR 7.5
95 0 0 30 OLSR 7.5
96 0 0 30 OLSR 7.5
97 0 0 30 OLSR 7.5
98 0 0 30 OLSR 7.5
99 0 0 30 OLSR 7.5
100 0 0 30 OLSR 7.5
101 7.68 15 30 OLSR 7.5
102 23.04 45 30 OLSR 7.5
103 25.088 49 30 OLSR 7.5
104 20.992 41 30 OLSR 7.5
105 18.432 36 30 OLSR 7.5
106 19.456 38 30 OLSR 7.5
107 27.136 53 30 OLSR 7.5
108 22.016 43 30 OLSR 7.5
109 29.184 57 30 OLSR 7.5
110 30.72 60 30 OLSR 7.5
111 29.184 57 30 OLSR 7.5
112 26.624 52 30 OLSR 7.5
113 27.648 54 30 OLSR 7.5
114 22.528 44 30 OLSR 7.5
115 29.696 58 30 OLSR 7.5
116 24.064 47 30 OLSR 7.5
117 27.136 53 30 OLSR 7.5
118 25.6 50 30 OLSR 7.5
119 28.672 56 30 OLSR 7.5
120 25.088 49 30 OLSR 7.5
121 24.064 47 30 OLSR 7.5
122 22.528 44 30 OLSR 7.5
123 32.768 64 30 OLSR 7.5
124 34.816 68 30 OLSR 7.5
125 35.84 70 30 OLSR 7.5
126 31.744 62 30 OLSR 7.5
127 34.304 67 30 OLSR 7.5
128 32.768 64 30 OLSR 7.5
129 30.208 59 30 OLSR 7.5
130 30.72 60 30 OLSR 7.5
131 31.232 61 30 OLSR 7.5
132 34.304 67 30 OLSR 7.5
133 40.448 79 30 OLSR 7.5
134 41.472 81 30 OLSR 7.5
135 33.28 65 30 OLSR 7.5
136 36.352 71 30 OLSR 7.5
137 40.448 79 30 OLSR 7.5
138 36.352 71 30 OLSR 7.5
139 33.28 65 30 OLSR 7.5
140 32.256 63 30 OLSR 7.5
141 31.744 62 30 OLSR 7.5
142 28.672 56 30 OLSR 7.5
143 24.576 48 30 OLSR 7.5
144 25.6 50 30 OLSR 7.5
