[0/2] Re-checking globbed directories...
ninja: no work to do.
136.761 7 received one packet from 10.1.1.18
137.011 7 received one packet from 10.1.1.18
137.261 7 received one packet from 10.1.1.18
142.458 8 received one packet from 10.1.1.19
142.705 8 received one packet from 10.1.1.19
142.955 8 received one packet from 10.1.1.19
143.205 8 received one packet from 10.1.1.19
143.455 8 received one packet from 10.1.1.19
143.705 8 received one packet from 10.1.1.19
143.955 8 received one packet from 10.1.1.19
144.205 8 received one packet from 10.1.1.19
144.455 8 received one packet from 10.1.1.19
144.525 7 received one packet from 10.1.1.18
144.705 8 received one packet from 10.1.1.19
144.762 7 received one packet from 10.1.1.18
144.955 8 received one packet from 10.1.1.19
145.012 7 received one packet from 10.1.1.18
145.205 8 received one packet from 10.1.1.19
145.262 7 received one packet from 10.1.1.18
145.455 8 received one packet from 10.1.1.19
145.512 7 received one packet from 10.1.1.18
145.705 8 received one packet from 10.1.1.19
145.762 7 received one packet from 10.1.1.18
145.955 8 received one packet from 10.1.1.19
146.012 7 received one packet from 10.1.1.18
146.205 8 received one packet from 10.1.1.19
146.31 0 received one packet from 10.1.1.11
146.455 8 received one packet from 10.1.1.19
146.535 0 received one packet from 10.1.1.11
146.705 8 received one packet from 10.1.1.19
146.785 0 received one packet from 10.1.1.11
146.955 8 received one packet from 10.1.1.19
147.035 0 received one packet from 10.1.1.11
147.205 8 received one packet from 10.1.1.19
147.285 0 received one packet from 10.1.1.11
147.455 8 received one packet from 10.1.1.19
147.535 0 received one packet from 10.1.1.11
147.705 8 received one packet from 10.1.1.19
147.785 0 received one packet from 10.1.1.11
147.955 8 received one packet from 10.1.1.19
148.035 0 received one packet from 10.1.1.11
148.205 8 received one packet from 10.1.1.19
148.455 8 received one packet from 10.1.1.19
148.705 8 received one packet from 10.1.1.19
148.955 8 received one packet from 10.1.1.19
149.205 8 received one packet from 10.1.1.19
149.455 8 received one packet from 10.1.1.19
149.705 8 received one packet from 10.1.1.19
149.955 8 received one packet from 10.1.1.19
----Flow ID:1
Src Addr10.1.1.18Dst Addr 10.1.1.8
Sent Packets=199
Received Packets =141
Lost Packets =58
Packet Delivery Ratio =70%
Packet Loss Ratio =29%
Delay =+8.13566e+07ns
Jitter =+4.65862e+07ns
Throughput =2.21509Kbps
----Flow ID:2
Src Addr10.1.1.20Dst Addr 10.1.1.10
Sent Packets=64
Received Packets =0
Lost Packets =64
Packet Delivery Ratio =0%
Packet Loss Ratio =100%
Delay =+0ns
Jitter =+0ns
Throughput =-0Kbps
----Flow ID:3
Src Addr10.1.1.16Dst Addr 10.1.1.6
Sent Packets=134
Received Packets =0
Lost Packets =134
Packet Delivery Ratio =0%
Packet Loss Ratio =100%
Delay =+0ns
Jitter =+0ns
Throughput =-0Kbps
----Flow ID:4
Src Addr10.1.1.15Dst Addr 10.1.1.5
Sent Packets=125
Received Packets =53
Lost Packets =72
Packet Delivery Ratio =42%
Packet Loss Ratio =57%
Delay =+4.30398e+07ns
Jitter =+3.60943e+07ns
Throughput =1.63834Kbps
----Flow ID:5
Src Addr10.1.1.14Dst Addr 10.1.1.4
Sent Packets=75
Received Packets =17
Lost Packets =58
Packet Delivery Ratio =22%
Packet Loss Ratio =77%
Delay =+4.90724e+07ns
Jitter =+3.6482e+07ns
Throughput =1.16359Kbps
----Flow ID:6
Src Addr10.1.1.17Dst Addr 10.1.1.7
Sent Packets=60
Received Packets =0
Lost Packets =60
Packet Delivery Ratio =0%
Packet Loss Ratio =100%
Delay =+0ns
Jitter =+0ns
Throughput =-0Kbps
----Flow ID:7
Src Addr10.1.1.19Dst Addr 10.1.1.9
Sent Packets=31
Received Packets =31
Lost Packets =0
Packet Delivery Ratio =100%
Packet Loss Ratio =0%
Delay =+1.35118e+07ns
Jitter =+3.09199e+06ns
Throughput =2.9707Kbps
----Flow ID:8
Src Addr10.1.1.11Dst Addr 10.1.1.1
Sent Packets=8
Received Packets =8
Lost Packets =0
Packet Delivery Ratio =100%
Packet Loss Ratio =0%
Delay =+3.62882e+07ns
Jitter =+2.48089e+07ns
Throughput =3.28302Kbps

--------Total Results of the simulation----------

Total Sent Packets  =696
Total Received Packets =250
Total Lost Packets =446
Packet Loss Ratio =64%
Packet Delivery Ratio =35%
Average Throughput =1.40884Kbps
End to End Delay =+2.23269e+08ns
End to End Jitter Delay =+1.47063e+08ns
Total Number of Packet transmission =8
